sample_id,audio_path,filter_cutoff_normalized,spectral_centroid_hz,spectral_rolloff_85_hz,rms,zero_crossing_rate,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13
pilot_v1_00020,data\raw\audio\pilot_v1\pilot_v1_00020.wav,0.4645329713821411,261.1697281160328,157.12509155273438,0.05005908560019,0.006560896151898352,-758.4200618594746,83.61106741462237,6.7864148178028465,2.326220126171662,-0.5054859390783809,-3.158556154160402,-3.318363766993951,-5.701041039599389,-5.664163383661876,-5.749634494815807,-3.6357311768648266,-0.7985816227589116,1.8193285478853536
pilot_v1_00021,data\raw\audio\pilot_v1\pilot_v1_00021.wav,0.5816581845283508,997.0215062192248,223.9116668701172,0.04326925362354944,0.009402943332905011,-549.6057136888223,79.7688252709598,5.16430168252878,-6.711522873416881,-3.947589132936859,-4.186826226361964,-3.5345536228718655,-6.034662989035598,-9.062175309260523,-12.93226157072199,-15.005891746336534,-15.013993565895493,-12.128168333987128
pilot_v1_00022,data\raw\audio\pilot_v1\pilot_v1_00022.wav,0.3769133388996124,391.5999703446013,180.8452606201172,0.05176322964711761,0.007543518847459164,-766.572859835577,65.8626893553972,35.71669380639685,1.9910597225416933,-1.1255041192279847,2.310635979646736,0.4406304343950312,-5.575927000196443,-5.926966955565926,-4.49843375315554,-6.305692352710628,-12.321559003833944,-17.341146679815978
pilot_v1_00023,data\raw\audio\pilot_v1\pilot_v1_00023.wav,0.8075751066207886,972.5247836392383,404.2522430419922,0.06049499598590733,0.006817889779968103,-689.1839880321627,27.680323201087397,-22.28285601125028,4.0627683486879445,-3.9429414958227533,-2.0500023711489193,-7.537836141703069,-7.48095863869323,-9.680824528273723,-6.503913917344002,-4.869758599807038,-2.1799827137202312,-2.8090083231899547
pilot_v1_00024,data\raw\audio\pilot_v1\pilot_v1_00024.wav,0.5448585748672485,367.56175576244436,294.56748962402344,0.06064090015166602,0.006349254340546792,-737.230490200396,79.78820481208724,-5.990328122878308,-1.8468696394936552,-8.419518520521327,-5.911059072802259,-7.479594758769437,-6.27724420640782,-5.833896075545317,-3.8854368576281635,-2.0158102523906507,0.25928824337977463,1.0520158258158323
pilot_v1_00025,data\raw\audio\pilot_v1\pilot_v1_00025.wav,0.7091771364212036,1164.3432785423247,262.26768493652344,0.023440116798173753,0.010944905101323517,-487.70659084199485,64.44680565920665,20.748793634530163,2.07935974605944,12.236538821229432,6.9108020149860705,-1.0556899646415525,-4.663944351722026,-4.9966881852775975,-7.153483305508508,-11.118347937411649,-17.08550328537235,-21.418866118130804
pilot_v1_00026,data\raw\audio\pilot_v1\pilot_v1_00026.wav,0.3658117949962616,434.55382364407103,193.798828125,0.03419692175374534,0.007664457025374341,-718.1306707679561,81.27450746020139,26.84151622231456,1.4865281443231186,2.566151317202144,-2.2363390283535822,-4.414639114642076,-5.540233971945833,-6.8662620199001605,-7.911895149567602,-7.849969018965889,-7.665759388661917,-6.723569855119309
pilot_v1_00027,data\raw\audio\pilot_v1\pilot_v1_00027.wav,0.7494062781333923,812.5656292766814,622.2759246826172,0.03607886179892461,0.007105117952516648,-723.8369835619643,44.95747011221974,-18.47553463667868,-2.4687794133115473,-8.117627568877662,-4.637468143767443,-5.59116210975817,-0.6439926588714086,-0.5892673007116648,-0.7147263766846185,-2.663226591086803,-1.525022819305705,0.4686387323920407
pilot_v1_00028,data\raw\audio\pilot_v1\pilot_v1_00028.wav,0.43004950881004333,393.5024096970436,166.12529754638672,0.03162874821071317,0.006923710685643882,-763.2448888971951,78.05769878019962,16.236547838650157,0.3974944002143856,-2.322131180714085,-6.8971152357961705,-5.4194926966039825,-3.1886448398210376,-0.530389643756352,-1.7187075893642119,-4.331331306126556,-4.475547631118235,-0.6157229058327423
pilot_v1_00029,data\raw\audio\pilot_v1\pilot_v1_00029.wav,0.8221060633659363,1483.4946550703578,1027.3693084716797,0.013252192249520373,0.008057506103598667,-730.1893547968908,26.348622822707,-25.026871087946617,4.526519168340971,-9.639111255552459,-9.339385551567858,-4.825427097690487,-3.4125148033416286,-8.592560288745462,-2.4489689833133506,-4.197965525976805,-5.101632686179389,-3.639826642305369
pilot_v1_00030,data\raw\audio\pilot_v1\pilot_v1_00030.wav,0.48007988929748535,239.75465722024768,214.8273468017578,0.043584343486389676,0.006122495256955835,-870.049362320027,64.24419056029075,20.17007004048016,-7.902998439184843,0.7747335416873377,4.78142243147828,-2.4088502850030244,-7.023118020714688,-2.7672481390961163,-0.7068278552556386,-5.102996966408333,-11.024033251560086,-14.685492717579132
pilot_v1_00031,data\raw\audio\pilot_v1\pilot_v1_00031.wav,0.6359436511993408,1077.5933323551037,528.8251876831055,0.04518953801637099,0.009221536066032245,-523.2175710867284,55.83231289983749,-25.529283969952644,-1.500228724775557,2.267535254927511,2.8151176226652974,-2.617406723146284,-2.987317624305685,-1.3629168356358632,-0.3326465469148612,-4.892810970409407,-12.22419124972013,-18.78743562597047
pilot_v1_00032,data\raw\audio\pilot_v1\pilot_v1_00032.wav,0.40929195284843445,817.7710190797002,256.12735748291016,0.05115928877789458,0.01071814601773256,-472.8345260746314,79.82893520324295,23.816510674729233,6.715285682436448,12.022093384105247,2.688426745183814,-3.6965659784161833,-6.5263177428551105,-5.704201634711598,-5.866819783957445,-9.492277364333027,-17.010396710616256,-23.172492923377643
pilot_v1_00033,data\raw\audio\pilot_v1\pilot_v1_00033.wav,0.8442486524581909,372.12176763568453,151.65767669677734,0.04521221192048714,0.0063039025238286,-876.6090033337294,52.709936998572275,23.812391059155537,-2.248526003303302,-2.537294226570737,0.32337628019457515,0.20881656546030894,-2.433813814406146,-2.966033322508185,-2.9560762501776363,-4.773488741819999,-9.333922501731674,-13.710764199477627
pilot_v1_00034,data\raw\audio\pilot_v1\pilot_v1_00034.wav,0.5009399056434631,288.6758981865242,223.23875427246094,0.05311040465193832,0.006046908895758849,-795.7360351168036,78.4738563492037,0.7684413580456585,-1.0587780017567248,-4.817082783017707,-5.144890089837356,-4.609229763532906,-5.088836165592723,-4.251527111164493,-4.115267982189992,-3.1432710354159568,-2.502844896468494,-1.7816831369186528
